nitrogen,phosphorus,potassium,rainfall,temperature,soil,season,irrigation,label
28,74,96,109,30,loamy,kharif,yes,maize
72,72,78,292,36,clay,rabi,yes,sugarcane
90,82,53,227,23,clay,rabi,yes,sugarcane
81,82,95,160,32,sandy,zaid,yes,maize
56,44,74,224,22,clay,kharif,yes,wheat
85,43,67,81,18,sandy,kharif,no,rice
38,46,14,243,18,clay,rabi,yes,wheat
69,26,69,127,16,loamy,zaid,yes,maize
23,78,18,266,21,sandy,zaid,no,sugarcane
66,22,60,50,39,clay,rabi,yes,sugarcane
19,98,90,278,35,clay,rabi,yes,wheat
63,28,97,264,38,clay,rabi,no,wheat
80,56,95,179,17,sandy,rabi,no,rice
21,19,69,128,37,clay,zaid,no,rice
52,29,89,202,36,clay,kharif,yes,maize
85,59,33,103,38,loamy,rabi,no,rice
48,11,86,123,22,loamy,kharif,no,wheat
93,23,73,230,32,sandy,kharif,no,maize
75,30,61,112,31,sandy,kharif,yes,maize
53,100,93,117,21,clay,kharif,yes,cotton
99,42,19,101,31,loamy,rabi,yes,sugarcane
85,89,70,214,40,loamy,rabi,yes,rice
27,22,19,259,31,loamy,zaid,no,rice
51,12,63,84,34,loamy,kharif,no,cotton
31,30,56,70,30,clay,rabi,yes,sugarcane
87,81,98,154,25,loamy,rabi,no,maize
47,81,20,252,24,loamy,rabi,no,wheat
23,81,55,276,24,loamy,kharif,no,maize
44,24,30,244,17,clay,zaid,yes,rice
88,26,22,201,34,clay,kharif,yes,maize
50,34,68,93,19,sandy,kharif,yes,maize
35,96,48,114,18,loamy,kharif,yes,cotton
47,100,14,267,15,clay,kharif,yes,wheat
91,78,27,261,40,clay,kharif,yes,sugarcane
43,76,61,200,39,loamy,rabi,yes,rice
65,61,37,123,16,clay,rabi,no,rice
92,71,95,167,19,clay,rabi,no,maize
64,14,45,108,36,loamy,rabi,no,cotton
72,66,97,261,37,sandy,kharif,no,cotton
67,60,75,255,22,loamy,rabi,no,rice
75,29,82,157,40,clay,rabi,yes,wheat
52,22,93,147,16,clay,kharif,yes,sugarcane
35,77,48,256,34,clay,zaid,no,sugarcane
96,71,42,108,33,clay,rabi,no,cotton
52,94,13,76,35,sandy,kharif,no,sugarcane
65,76,24,98,27,sandy,zaid,yes,rice
56,35,62,159,16,loamy,zaid,yes,wheat
88,54,37,106,28,sandy,rabi,yes,sugarcane
77,94,88,152,35,loamy,zaid,no,sugarcane
88,38,86,91,15,sandy,kharif,no,sugarcane
84,82,55,225,28,sandy,kharif,no,wheat
50,68,73,298,25,clay,zaid,no,wheat
25,71,32,269,25,loamy,kharif,yes,wheat
56,49,72,52,24,loamy,kharif,no,maize
72,79,67,144,39,loamy,kharif,yes,sugarcane
44,80,60,86,39,sandy,rabi,no,cotton
92,77,17,228,30,loamy,zaid,yes,wheat
56,92,36,262,27,sandy,rabi,yes,sugarcane
28,52,33,197,30,loamy,kharif,yes,cotton
97,24,22,247,15,clay,kharif,yes,maize
44,74,29,74,18,clay,rabi,no,wheat
53,41,66,284,33,loamy,kharif,yes,maize
96,21,91,138,33,loamy,kharif,yes,rice
51,79,52,102,28,loamy,zaid,yes,wheat
93,20,53,132,23,sandy,rabi,yes,maize
21,43,42,52,29,loamy,zaid,no,maize
45,14,83,168,37,sandy,rabi,yes,cotton
96,74,63,84,28,sandy,zaid,yes,rice
99,68,28,299,33,sandy,kharif,no,rice
26,50,26,228,37,sandy,kharif,yes,rice
47,19,78,264,39,loamy,zaid,no,maize
11,28,68,286,17,sandy,kharif,yes,maize
46,39,84,142,19,clay,kharif,no,wheat
100,57,88,272,29,loamy,rabi,yes,sugarcane
98,41,25,93,36,clay,kharif,yes,sugarcane
66,44,17,64,32,sandy,rabi,yes,wheat
51,48,21,271,33,clay,kharif,no,rice
21,36,35,152,31,sandy,kharif,yes,cotton
64,63,13,199,16,loamy,rabi,no,maize
70,48,24,143,39,clay,kharif,no,wheat
78,63,59,216,28,sandy,zaid,yes,sugarcane
55,90,24,132,16,clay,kharif,yes,sugarcane
99,96,57,178,16,sandy,rabi,no,wheat
24,33,24,156,27,loamy,kharif,no,cotton
82,69,89,143,36,loamy,zaid,yes,wheat
43,31,72,208,26,loamy,rabi,yes,maize
23,77,73,127,36,clay,zaid,no,cotton
37,89,80,157,29,clay,rabi,no,wheat
34,49,81,286,18,sandy,rabi,yes,maize
93,43,75,117,37,loamy,zaid,no,cotton
74,46,75,300,36,clay,zaid,no,cotton
93,15,89,102,15,clay,zaid,no,sugarcane
61,18,71,280,19,sandy,rabi,yes,sugarcane
55,94,68,74,18,clay,zaid,no,rice
13,37,38,242,21,clay,rabi,no,wheat
38,48,44,51,29,sandy,kharif,yes,cotton
11,47,59,198,26,loamy,zaid,no,cotton
78,68,78,73,22,loamy,zaid,no,wheat
46,95,92,51,27,loamy,zaid,yes,wheat
38,34,48,231,29,sandy,kharif,yes,wheat
45,85,10,280,15,clay,rabi,yes,cotton
19,58,43,63,37,clay,zaid,no,sugarcane
70,84,97,83,19,clay,rabi,yes,cotton
78,11,94,230,37,loamy,kharif,yes,rice
69,81,34,74,20,loamy,kharif,no,rice
65,43,12,260,40,loamy,kharif,yes,cotton
52,78,92,292,30,loamy,rabi,no,rice
36,76,99,294,39,sandy,zaid,no,sugarcane
23,88,79,143,25,clay,kharif,no,rice
13,30,78,104,36,loamy,kharif,no,rice
72,93,18,240,31,clay,rabi,yes,cotton
99,20,76,228,23,clay,kharif,no,wheat
46,29,79,93,33,clay,kharif,no,wheat
56,20,85,216,29,loamy,kharif,no,rice
42,10,92,214,22,sandy,zaid,no,sugarcane
38,89,59,291,39,loamy,kharif,yes,rice
33,10,94,284,32,clay,zaid,no,wheat
68,21,39,169,16,clay,zaid,yes,rice
80,26,37,59,31,loamy,zaid,yes,maize
52,21,32,107,19,loamy,zaid,yes,wheat
36,10,60,188,17,loamy,zaid,yes,wheat
35,54,93,78,34,sandy,zaid,yes,maize
87,35,73,210,31,clay,rabi,no,maize
83,92,79,142,30,sandy,rabi,yes,sugarcane
14,46,39,147,39,clay,rabi,yes,maize
55,30,43,152,30,sandy,zaid,yes,rice
34,46,54,204,29,clay,kharif,no,cotton
53,43,70,119,40,clay,rabi,no,maize
16,100,100,172,21,loamy,zaid,no,cotton
64,19,94,183,39,clay,zaid,no,wheat
53,49,34,62,16,loamy,kharif,yes,maize
66,89,14,63,19,sandy,kharif,no,cotton
89,39,15,192,17,loamy,kharif,no,maize
79,41,17,217,27,sandy,kharif,yes,cotton
28,93,54,110,26,loamy,kharif,no,cotton
42,64,74,85,32,sandy,kharif,no,maize
82,18,66,152,28,loamy,kharif,no,sugarcane
37,32,99,265,40,loamy,rabi,yes,maize
90,98,42,58,28,loamy,kharif,yes,maize
86,40,67,61,33,sandy,kharif,yes,sugarcane
38,93,90,241,19,sandy,rabi,no,wheat
31,29,95,235,39,sandy,kharif,no,sugarcane
90,64,35,204,33,loamy,zaid,yes,maize
97,15,18,235,19,loamy,zaid,yes,maize
80,23,51,280,34,clay,zaid,yes,sugarcane
93,75,81,202,35,sandy,kharif,no,sugarcane
52,34,50,182,31,clay,zaid,yes,rice
29,39,54,146,33,sandy,kharif,no,maize
49,52,63,296,33,clay,zaid,yes,cotton
66,91,28,209,31,clay,kharif,no,cotton
59,58,86,277,24,clay,zaid,yes,maize
35,35,88,110,27,sandy,rabi,no,rice
43,20,25,284,27,loamy,kharif,yes,rice
84,77,51,50,18,clay,zaid,yes,cotton
11,82,66,189,16,clay,zaid,no,cotton
81,52,18,59,29,loamy,rabi,yes,cotton
10,22,94,259,31,loamy,zaid,yes,cotton
11,86,54,157,22,loamy,zaid,no,sugarcane
73,14,79,179,15,sandy,zaid,yes,cotton
83,40,92,54,28,sandy,rabi,no,wheat
57,36,48,260,17,clay,kharif,yes,cotton
44,58,12,70,27,clay,rabi,yes,rice
48,29,82,155,27,sandy,rabi,yes,maize
97,87,50,295,18,sandy,kharif,yes,wheat
60,72,41,234,25,loamy,kharif,no,maize
39,27,90,242,38,loamy,rabi,no,wheat
15,52,98,57,39,clay,zaid,no,wheat
32,55,61,106,22,loamy,rabi,no,maize
70,15,92,291,37,sandy,zaid,yes,sugarcane
77,89,42,298,29,clay,rabi,yes,cotton
40,77,13,213,19,clay,zaid,no,sugarcane
70,49,59,254,37,sandy,kharif,no,rice
21,32,81,193,33,sandy,kharif,yes,sugarcane
87,35,35,90,32,sandy,kharif,yes,rice
44,39,34,215,26,loamy,kharif,no,maize
24,32,76,61,37,sandy,kharif,yes,maize
59,87,11,267,35,loamy,rabi,no,maize
53,53,37,229,40,loamy,rabi,yes,cotton
48,37,74,72,27,sandy,rabi,no,wheat
28,96,94,200,38,sandy,rabi,yes,wheat
11,50,41,100,33,sandy,rabi,yes,cotton
29,28,64,242,21,sandy,kharif,no,wheat
70,40,11,88,19,sandy,kharif,no,wheat
33,81,10,146,31,sandy,zaid,yes,rice
67,75,44,60,31,clay,zaid,yes,sugarcane
43,12,100,147,25,clay,kharif,yes,sugarcane
21,66,44,194,16,sandy,zaid,no,wheat
22,60,67,135,20,clay,kharif,no,maize
38,63,42,120,26,loamy,kharif,no,rice
73,60,75,211,15,loamy,zaid,yes,maize
97,12,47,158,38,loamy,zaid,no,sugarcane
58,97,55,115,36,loamy,kharif,yes,sugarcane
58,44,10,174,30,clay,kharif,no,wheat
15,11,32,300,33,sandy,zaid,no,maize
64,91,35,234,23,loamy,rabi,yes,maize
52,83,82,52,39,clay,zaid,yes,cotton
90,61,72,117,25,sandy,kharif,no,cotton
12,66,84,220,21,sandy,kharif,yes,maize
50,92,88,230,30,clay,rabi,yes,maize
63,65,94,218,19,sandy,kharif,yes,cotton
81,33,88,56,30,sandy,zaid,yes,sugarcane
16,10,64,234,40,sandy,zaid,yes,cotton
98,42,46,240,25,loamy,zaid,yes,sugarcane
91,33,86,285,33,sandy,zaid,yes,sugarcane
45,40,19,258,32,sandy,rabi,no,wheat
72,63,17,283,17,clay,rabi,yes,rice
84,70,93,178,34,loamy,rabi,no,wheat
77,43,77,211,15,loamy,rabi,no,maize
20,44,19,150,28,clay,kharif,no,maize
100,99,23,181,19,loamy,kharif,yes,cotton
30,12,91,94,28,clay,kharif,no,sugarcane
47,61,43,91,28,clay,kharif,no,sugarcane
89,84,66,140,23,clay,rabi,yes,wheat
72,46,89,214,37,sandy,zaid,no,wheat
85,33,76,70,20,sandy,kharif,no,wheat
51,47,36,186,22,loamy,kharif,no,wheat
50,79,97,148,37,clay,zaid,no,cotton
72,79,27,98,15,loamy,kharif,no,sugarcane
31,79,43,161,19,sandy,kharif,yes,wheat
12,48,49,142,39,sandy,kharif,yes,maize
90,70,97,223,40,loamy,zaid,no,rice
76,71,39,68,36,loamy,rabi,yes,wheat
36,23,78,61,40,sandy,zaid,yes,maize
64,91,34,84,28,sandy,zaid,yes,rice
31,40,67,185,36,clay,zaid,yes,maize
69,71,66,108,25,sandy,rabi,yes,rice
91,47,84,207,36,clay,kharif,yes,cotton
31,14,55,262,35,clay,zaid,yes,rice
24,88,90,92,23,loamy,kharif,no,rice
54,20,33,182,40,clay,rabi,yes,rice
23,93,76,65,40,clay,rabi,yes,cotton
90,59,95,225,39,loamy,zaid,no,sugarcane
88,51,71,188,32,clay,zaid,no,sugarcane
89,28,63,63,34,clay,zaid,yes,maize
69,39,49,102,27,loamy,kharif,no,cotton
70,15,31,50,23,clay,zaid,yes,sugarcane
63,99,51,121,17,loamy,zaid,no,wheat
27,40,56,272,24,clay,rabi,no,maize
89,42,50,246,36,sandy,kharif,yes,rice
98,42,58,254,17,sandy,rabi,yes,cotton
36,100,27,243,29,clay,zaid,no,cotton
41,75,77,238,26,clay,rabi,no,rice
61,66,48,172,28,loamy,rabi,no,cotton
95,15,57,64,18,loamy,rabi,no,maize
17,34,80,98,38,clay,kharif,no,wheat
96,78,57,215,35,sandy,kharif,yes,rice
76,85,16,270,38,clay,zaid,no,cotton
30,41,41,65,33,clay,rabi,no,rice
67,25,88,125,31,loamy,kharif,yes,maize
71,42,98,278,35,sandy,zaid,yes,maize
43,42,46,83,15,sandy,zaid,no,maize
16,11,88,275,29,loamy,kharif,no,wheat
21,71,42,64,31,clay,zaid,no,sugarcane
98,58,19,123,40,sandy,zaid,no,rice
69,89,69,139,28,sandy,rabi,no,wheat
49,72,36,229,34,sandy,rabi,yes,rice
26,15,98,243,33,loamy,zaid,no,sugarcane
85,24,52,203,32,loamy,kharif,yes,wheat
33,64,39,254,30,loamy,kharif,no,rice
85,78,55,237,33,sandy,rabi,no,cotton
41,55,47,185,19,clay,kharif,no,rice
42,43,60,107,26,loamy,kharif,no,cotton
32,31,92,290,29,clay,rabi,no,rice
79,20,78,174,30,loamy,zaid,no,cotton
13,31,44,209,17,loamy,rabi,no,maize
27,81,33,219,30,loamy,rabi,yes,wheat
81,13,53,297,19,loamy,kharif,yes,rice
83,46,82,181,34,sandy,kharif,yes,cotton
80,57,27,266,33,clay,zaid,yes,wheat
67,31,60,150,40,loamy,zaid,yes,rice
96,68,33,250,28,sandy,zaid,no,cotton
15,94,55,182,31,loamy,rabi,no,cotton
53,84,90,173,24,loamy,rabi,yes,maize
71,74,61,265,22,loamy,rabi,yes,wheat
72,78,54,78,39,clay,kharif,no,sugarcane
25,75,65,64,30,sandy,zaid,yes,rice
25,83,33,264,24,clay,rabi,no,maize
85,91,81,215,17,loamy,zaid,no,wheat
11,67,32,101,32,clay,rabi,no,maize
39,58,81,162,17,loamy,zaid,no,cotton
43,12,79,230,24,loamy,zaid,no,sugarcane
55,39,46,54,27,clay,kharif,yes,rice
20,50,90,67,39,clay,zaid,no,rice
73,18,60,296,15,sandy,rabi,yes,rice
10,29,82,264,30,sandy,kharif,yes,wheat
77,81,49,65,22,clay,zaid,no,sugarcane
31,85,77,105,19,sandy,zaid,no,cotton
66,81,15,272,26,loamy,zaid,no,wheat
54,17,44,275,31,loamy,rabi,no,maize
70,11,10,125,40,sandy,kharif,no,rice
34,81,32,290,39,clay,rabi,no,wheat
14,45,46,179,26,loamy,rabi,no,maize
94,44,32,247,35,sandy,rabi,no,rice
32,86,85,277,36,sandy,kharif,no,sugarcane
98,53,29,179,39,sandy,rabi,yes,rice
19,79,71,169,23,clay,kharif,yes,sugarcane
29,14,75,198,34,clay,kharif,yes,cotton
45,27,24,243,40,sandy,zaid,no,rice
67,78,16,110,32,loamy,kharif,no,maize
68,61,30,122,34,loamy,zaid,yes,wheat
87,82,88,200,39,loamy,rabi,no,wheat
80,28,30,90,26,sandy,kharif,yes,cotton
11,78,74,180,27,clay,rabi,no,cotton
10,86,49,105,24,clay,kharif,no,rice
34,30,97,259,32,loamy,zaid,yes,cotton
90,51,42,222,38,loamy,zaid,yes,wheat
79,63,91,256,38,sandy,kharif,no,maize
44,18,55,103,15,loamy,kharif,yes,rice
61,88,40,178,35,clay,zaid,yes,rice
13,63,31,278,19,clay,rabi,no,sugarcane
75,41,65,282,32,clay,kharif,no,wheat
54,33,21,129,30,sandy,rabi,yes,maize
99,84,82,291,29,loamy,rabi,yes,cotton
22,95,43,96,30,sandy,kharif,no,maize
71,18,57,106,33,sandy,kharif,no,maize
67,97,29,207,16,clay,rabi,yes,wheat
74,64,74,156,15,sandy,rabi,no,sugarcane
48,17,33,193,32,sandy,zaid,no,cotton
65,59,74,132,30,clay,rabi,no,sugarcane
62,27,15,153,27,sandy,rabi,no,sugarcane
87,38,27,51,38,clay,rabi,no,cotton
43,45,12,294,19,loamy,zaid,yes,rice
56,78,40,216,28,loamy,rabi,no,cotton
54,19,70,64,21,sandy,zaid,yes,rice
80,16,60,205,29,clay,rabi,yes,maize
57,79,37,249,18,loamy,rabi,no,cotton
11,34,57,254,15,clay,rabi,no,wheat
59,82,97,235,39,loamy,rabi,no,wheat
47,96,80,103,26,clay,zaid,no,sugarcane
23,39,100,83,18,clay,zaid,no,sugarcane
96,10,30,295,20,sandy,rabi,no,cotton
45,65,28,244,35,clay,zaid,no,sugarcane
81,41,62,89,38,sandy,zaid,no,wheat
20,27,58,221,29,sandy,rabi,no,wheat
50,97,95,183,15,loamy,zaid,yes,maize
32,21,13,116,38,clay,rabi,no,cotton
55,40,50,175,25,sandy,kharif,no,maize
89,80,59,252,16,clay,kharif,no,wheat
81,49,61,56,23,sandy,zaid,yes,maize
25,89,37,186,35,loamy,kharif,no,cotton
18,95,60,262,22,sandy,rabi,no,cotton
57,36,89,280,36,clay,rabi,no,sugarcane
34,22,30,54,37,sandy,rabi,no,cotton
32,48,80,99,17,loamy,kharif,no,wheat
88,22,92,243,33,loamy,kharif,yes,wheat
59,24,69,158,25,loamy,kharif,yes,cotton
26,96,10,193,37,loamy,rabi,yes,rice
57,91,59,200,15,loamy,zaid,yes,rice
58,11,39,300,37,clay,rabi,no,maize
84,47,22,215,38,sandy,kharif,no,sugarcane
56,76,58,95,19,loamy,rabi,no,rice
50,99,53,211,30,loamy,zaid,yes,cotton
74,89,93,274,34,clay,rabi,no,maize
39,21,25,180,17,sandy,kharif,yes,sugarcane
25,52,37,215,23,sandy,zaid,yes,wheat
20,11,22,151,27,sandy,kharif,yes,maize
30,68,35,172,35,loamy,rabi,no,sugarcane
31,77,86,218,38,clay,kharif,yes,cotton
99,96,100,83,40,sandy,rabi,no,maize
28,15,60,198,36,clay,zaid,yes,sugarcane
72,32,12,57,20,sandy,kharif,yes,maize
23,41,95,109,36,clay,rabi,yes,rice
84,89,10,297,18,sandy,kharif,no,sugarcane
76,90,96,140,32,clay,kharif,yes,rice
50,22,84,109,40,loamy,zaid,yes,rice
22,78,85,131,28,loamy,rabi,no,sugarcane
18,37,28,162,22,loamy,kharif,no,rice
85,35,32,189,25,clay,kharif,no,sugarcane
93,12,22,88,18,sandy,rabi,no,sugarcane
75,35,39,275,20,loamy,zaid,no,rice
74,30,73,57,19,loamy,zaid,yes,cotton
20,57,21,156,23,sandy,zaid,no,sugarcane
24,81,100,71,37,clay,zaid,yes,maize
78,28,83,247,34,loamy,zaid,yes,maize
68,55,37,298,27,sandy,zaid,yes,cotton
97,15,98,272,23,sandy,zaid,yes,rice
51,100,70,137,25,loamy,zaid,no,rice
81,92,52,202,18,loamy,kharif,yes,wheat
30,46,66,172,17,sandy,zaid,no,cotton
91,18,100,214,30,clay,rabi,yes,sugarcane
54,57,14,82,36,clay,kharif,no,maize
96,13,77,121,18,sandy,rabi,yes,wheat
79,50,57,71,39,sandy,kharif,no,sugarcane
77,70,12,231,30,sandy,rabi,yes,maize
56,76,77,250,28,clay,rabi,yes,wheat
11,74,80,198,27,loamy,zaid,yes,cotton
28,47,47,243,15,sandy,rabi,yes,rice
89,33,72,66,29,loamy,rabi,yes,rice
12,85,28,65,39,loamy,rabi,yes,maize
32,82,62,280,40,loamy,rabi,no,wheat
90,40,63,194,40,loamy,kharif,no,rice
86,33,86,107,18,loamy,zaid,no,cotton
45,10,13,180,32,loamy,rabi,yes,wheat
20,33,36,140,34,loamy,kharif,no,rice
78,32,58,262,24,clay,zaid,yes,rice
80,85,66,244,24,clay,rabi,yes,wheat
23,68,53,105,16,loamy,rabi,no,sugarcane
36,13,100,234,21,sandy,zaid,yes,maize
96,24,90,98,34,sandy,kharif,no,wheat
20,85,93,53,40,clay,kharif,no,rice
74,68,85,192,34,loamy,kharif,yes,rice
99,77,72,138,33,clay,rabi,yes,rice
50,45,53,285,31,loamy,zaid,yes,maize
90,25,34,136,34,sandy,rabi,yes,maize
66,77,94,247,21,sandy,zaid,yes,wheat
11,26,56,155,20,clay,kharif,yes,cotton
56,91,87,167,29,sandy,rabi,no,sugarcane
36,55,15,179,19,sandy,rabi,no,rice
71,22,79,191,21,clay,zaid,no,wheat
66,26,45,238,39,clay,kharif,yes,wheat
10,23,100,283,21,sandy,zaid,no,wheat
51,66,85,188,26,sandy,kharif,no,rice
70,59,99,71,35,loamy,rabi,yes,sugarcane
26,91,94,165,20,loamy,rabi,yes,maize
74,60,50,181,33,sandy,zaid,no,rice
36,39,34,255,15,loamy,kharif,yes,sugarcane
60,47,15,199,32,sandy,zaid,no,maize
58,42,36,141,27,loamy,kharif,no,wheat
26,16,93,123,18,sandy,rabi,yes,rice
12,72,96,238,37,loamy,kharif,no,wheat
42,89,44,115,31,loamy,rabi,no,cotton
62,73,39,54,24,sandy,rabi,no,maize
47,43,60,171,29,sandy,rabi,no,maize
97,19,42,179,17,loamy,zaid,no,rice
65,82,59,232,16,clay,kharif,no,rice
69,83,43,229,32,clay,rabi,yes,rice
25,42,75,80,29,loamy,zaid,yes,cotton
43,30,67,208,34,sandy,zaid,yes,cotton
86,67,86,55,19,sandy,kharif,no,rice
80,47,99,232,28,clay,zaid,yes,wheat
31,72,60,133,37,loamy,kharif,yes,sugarcane
96,80,11,241,29,loamy,zaid,yes,cotton
94,33,74,207,38,sandy,zaid,no,wheat
86,23,94,285,37,sandy,zaid,yes,maize
69,21,74,130,18,sandy,zaid,yes,maize
14,42,74,247,16,loamy,zaid,no,cotton
66,46,42,139,40,loamy,rabi,yes,cotton
38,41,61,126,26,clay,zaid,yes,maize
76,34,30,196,15,loamy,kharif,yes,sugarcane
39,35,17,176,38,loamy,zaid,no,sugarcane
64,48,58,295,33,clay,rabi,yes,rice
86,62,86,121,22,sandy,rabi,yes,cotton
69,49,17,129,37,sandy,kharif,yes,wheat
81,85,93,231,40,loamy,zaid,no,cotton
45,75,86,51,17,sandy,zaid,yes,sugarcane
65,37,92,149,39,loamy,zaid,no,rice
50,39,85,148,27,loamy,kharif,no,rice
11,100,51,254,36,loamy,kharif,no,rice
57,72,52,139,37,loamy,kharif,no,sugarcane
25,49,65,236,18,clay,zaid,no,cotton
25,61,47,125,27,sandy,kharif,no,maize
12,26,15,279,22,loamy,rabi,no,rice
70,86,73,130,38,loamy,kharif,no,cotton
22,25,76,133,25,clay,rabi,no,maize
38,44,45,136,24,sandy,zaid,no,sugarcane
88,38,23,222,24,loamy,zaid,yes,rice
49,26,79,122,19,clay,rabi,yes,sugarcane
36,46,84,92,21,clay,rabi,no,maize
63,24,85,140,22,sandy,rabi,no,cotton
40,66,31,65,34,loamy,zaid,no,maize
49,17,76,160,32,sandy,kharif,no,rice
70,94,78,280,15,loamy,zaid,no,wheat
23,98,98,214,39,clay,kharif,yes,maize
52,15,93,216,15,loamy,zaid,yes,maize
90,18,90,209,38,loamy,zaid,no,maize
93,96,15,83,37,clay,zaid,no,rice
51,72,45,69,22,clay,rabi,no,maize
19,57,61,205,16,sandy,kharif,yes,rice
66,42,98,100,20,loamy,rabi,no,rice
93,60,80,253,29,loamy,rabi,yes,rice
33,84,51,257,27,clay,kharif,no,rice
62,96,91,233,16,sandy,kharif,no,sugarcane
58,31,28,132,29,sandy,kharif,no,wheat
26,31,59,210,33,clay,rabi,no,sugarcane
77,76,52,284,38,sandy,rabi,no,maize
73,83,33,129,28,clay,kharif,no,rice
99,56,70,136,34,clay,rabi,yes,cotton
12,68,93,200,39,sandy,zaid,yes,cotton
21,81,19,151,39,clay,rabi,yes,cotton
67,23,58,160,31,sandy,zaid,yes,maize
59,22,33,190,21,sandy,zaid,no,sugarcane
44,87,88,93,37,clay,rabi,no,maize
58,98,39,90,38,clay,rabi,no,sugarcane
59,72,39,208,36,loamy,rabi,no,cotton
21,19,54,127,23,clay,kharif,yes,sugarcane
66,50,11,136,25,clay,kharif,yes,sugarcane
60,17,82,77,27,clay,zaid,yes,maize
61,35,17,242,40,loamy,rabi,no,rice
73,43,12,179,30,clay,rabi,yes,cotton
66,52,62,263,31,loamy,zaid,no,sugarcane
93,67,45,70,40,sandy,kharif,yes,rice
91,98,87,213,28,sandy,kharif,no,sugarcane
21,63,37,255,38,clay,rabi,no,rice
72,54,13,65,38,sandy,rabi,no,cotton
54,80,68,66,38,loamy,kharif,no,rice
20,74,29,188,19,sandy,zaid,yes,rice
54,89,64,257,33,sandy,rabi,no,wheat
98,64,16,261,34,sandy,kharif,yes,maize
52,77,65,300,17,sandy,zaid,no,sugarcane
24,99,71,206,25,clay,zaid,yes,wheat
93,54,18,175,34,sandy,rabi,no,rice
52,48,72,163,23,clay,kharif,no,wheat
93,58,61,224,26,clay,rabi,yes,rice
65,63,22,241,24,loamy,zaid,yes,maize
45,89,20,129,25,sandy,kharif,no,maize
48,99,69,127,24,sandy,kharif,no,wheat
89,21,77,71,30,clay,zaid,yes,sugarcane
85,82,63,58,30,loamy,zaid,yes,sugarcane
96,35,24,299,29,loamy,kharif,no,sugarcane
47,46,93,146,19,loamy,rabi,no,cotton
93,43,62,51,36,sandy,rabi,yes,wheat
49,40,71,90,29,clay,zaid,yes,rice
14,89,22,185,40,loamy,rabi,no,cotton
19,85,62,206,32,clay,zaid,yes,sugarcane
71,42,72,51,33,clay,zaid,yes,wheat
20,25,65,218,16,loamy,zaid,yes,rice
80,15,100,128,16,loamy,kharif,yes,cotton
23,78,95,162,40,sandy,zaid,no,maize
25,64,13,116,19,sandy,rabi,no,wheat
66,77,96,112,38,sandy,zaid,yes,wheat
45,32,72,58,16,clay,rabi,yes,wheat
42,19,70,196,21,sandy,kharif,no,sugarcane
38,17,65,236,20,clay,rabi,no,sugarcane
67,49,26,112,26,clay,rabi,no,rice
68,72,89,206,40,clay,zaid,no,cotton
45,54,88,252,23,sandy,kharif,no,maize
78,92,40,273,32,clay,rabi,yes,wheat
92,81,98,96,26,clay,zaid,yes,cotton
16,10,55,114,22,clay,kharif,yes,maize
31,46,15,117,29,clay,kharif,yes,cotton
69,30,58,138,20,loamy,zaid,no,cotton
82,66,52,126,21,sandy,rabi,yes,sugarcane
74,44,52,63,21,loamy,zaid,no,maize
49,79,95,197,34,clay,rabi,yes,maize
87,35,63,242,23,loamy,rabi,yes,wheat
18,69,15,104,16,sandy,zaid,no,maize
44,34,11,55,32,clay,zaid,yes,cotton
47,55,95,230,21,clay,zaid,no,rice
52,23,37,146,38,sandy,rabi,yes,rice
61,26,78,205,33,clay,kharif,yes,maize
24,20,79,85,23,clay,zaid,no,wheat
82,35,81,275,20,sandy,rabi,no,wheat
73,43,70,91,19,loamy,kharif,yes,sugarcane
100,90,48,198,40,sandy,rabi,yes,cotton
84,12,70,205,23,loamy,rabi,yes,cotton
59,21,28,102,28,clay,zaid,yes,sugarcane
32,11,90,158,29,sandy,kharif,yes,sugarcane
78,95,49,99,19,sandy,kharif,no,rice
77,76,75,59,29,sandy,kharif,yes,wheat
56,48,12,170,40,loamy,rabi,no,wheat
11,26,60,121,16,clay,kharif,yes,wheat
60,29,84,251,35,sandy,kharif,yes,cotton
75,14,100,176,17,clay,zaid,no,cotton
44,27,60,132,20,clay,rabi,no,wheat
28,49,82,166,35,sandy,zaid,yes,maize
64,32,34,295,35,loamy,zaid,no,sugarcane
85,79,80,238,33,clay,kharif,no,sugarcane
44,84,91,152,34,sandy,kharif,no,wheat
83,44,70,186,39,loamy,kharif,yes,cotton
93,50,86,179,37,clay,rabi,no,rice
61,41,32,247,22,sandy,zaid,yes,wheat
26,79,93,158,40,clay,rabi,no,sugarcane
69,61,28,225,40,clay,kharif,no,maize
88,40,47,161,17,loamy,rabi,yes,wheat
14,15,16,281,16,sandy,kharif,yes,wheat
26,46,16,288,30,loamy,zaid,yes,cotton
90,45,96,130,28,sandy,zaid,yes,rice
30,55,68,215,17,clay,rabi,no,cotton
86,68,71,129,22,sandy,zaid,no,cotton
18,68,26,155,38,sandy,zaid,no,wheat
42,92,43,272,25,clay,zaid,no,maize
91,56,37,266,28,sandy,kharif,yes,rice
43,80,88,283,29,clay,kharif,yes,wheat
56,92,63,184,18,loamy,rabi,no,cotton
61,19,35,61,15,loamy,zaid,no,rice
40,53,48,199,26,loamy,zaid,no,sugarcane
49,92,28,258,19,loamy,zaid,yes,rice
63,95,97,254,40,sandy,kharif,yes,wheat
40,16,25,264,24,clay,kharif,yes,maize
